products	reactants	set
CC(CO)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	train
Cc1nc2ccccc2c(=O)n1-c1ccccc1CO	Cc1ccccc1-n1c(C)nc2ccccc2c1=O	train
Oc1ccc(N2CCNCC2)cc1Cl	Clc1cccc(N2CCNCC2)c1	train
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCC(O)C3)cc12	COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	train
O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2cc(O)ccc12	O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12	train
COc1cc2c(cc1OC)-c1c(c(=Nc3cccc(F)c3)[nH]n1C1OC(C(=O)O)C(O)C(O)C1O)C2	COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2	train
O=C(C=Cc1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1	O=C(C=Cc1ccccc1O)c1ccccc1	train
CCc1c2c(nc3ccc(OC(=O)N4CCC(NCCCCC(=O)O)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	train
Oc1nc2ccccc2n1C1CCNCC1	Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	train
N#CC1=C(Cl)C2OC2C=C1Cl	N#Cc1c(Cl)cccc1Cl	train
O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12	O=C(O)c1c[nH]c2ccccc12	train
OC1CCC(c2ccccc2)(N2CCCCC2)CC1	c1ccc(C2(N3CCCCC3)CCCCC2)cc1	train
CCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	CCOC(=O)c1ccc(O)cc1	train
CCOP(=O)(O)OCC	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	train
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1O	COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC	train
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	train
CCc1ccccc1NC(C)=O	CCc1ccccc1N	train
CCc1ccc2c(C3CCCC(O)C3)nc(=O)n(CC)c2n1	CCc1ccc2c(C3CCCCC3)nc(=O)n(CC)c2n1	train
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccc(O)cc2)c1	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	train
CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N=C1O	CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N(C)C1=O	train
CCC(O)CCOc1ccc2ccc(=O)oc2c1	CCCCCOc1ccc2ccc(=O)oc2c1	train
CC(C(=O)O)c1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1	CC(C(=O)O)c1ccc2cc(O)ccc2c1	train
CC(=O)Nc1ccc2c(c1)Cc1cccc(O)c1-2	CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2	val
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(OC)c2)ccc1O	COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	train
O=NN1CCCC1c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1	O=NN1CCCC1c1cccnc1	train
CCS(=O)(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N	CC[S+]([O-])c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N	train
COc1cc(CCC(=O)O)ccc1OS(=O)(=O)O	COc1cc(CCC(=O)O)ccc1O	train
CNCCC=C1c2ccccc2CCc2ccccc21	CN(C)CCC=C1c2ccccc2CCc2ccccc21	train
O=C1CCc2cc(OCCCCc3nnnn3C3CCC(O)CC3)ccc2N1	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	train
CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	train
Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1OC1OC(C(=O)O)C(O)C(O)C1O	Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1O	train
CC(=O)NNc1nncc2ccccc12	NN=c1[nH]ncc2ccccc12	train
Nc1ncnc2c1ncn2CCOCP(=O)(O)O	Nc1ncnc2c1ncn2CCOCP1(=O)OCCC(c2cccc(Cl)c2)O1	train
CCCCCC(O)C(CC=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCCC(O)C=CC=O	val
CC1(O)COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12	CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12	train
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccc(O)cc45)C3CC21	COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	train
C1CC2OC2CC1C1CO1	C=CC1CCC2OC2C1	train
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	train
O=C1CCC(Cc2cc(O)c(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1	O=C1CCC(Cc2cc(O)c(O)c(O)c2)O1	train
CC1(C)C2CCC3(C)C(C2)C(COC2OC(C(=O)O)C(O)C(O)C2O)CCC13O	CC1(C)C2CCC3(C)C(C2)C(CO)CCC13O	train
O=NN(CO)c1ccccc1	CN(N=O)c1ccccc1	train
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12	CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12	train
CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1	COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2	train
CCNCC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	train
CNCC(C)CN1c2ccccc2CCc2ccccc21	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	train
CCN(C(=O)c1c(O)nc2cccc(Cl)c2c1O)c1ccccc1	CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	train
O=C(O)C1OC(O[n+]2ccccc2)C(O)C(O)C1O	O[n+]1ccccc1	train
CC1CCC(C(C)(C)O)C(O)C1	CC1CCC(C(C)C)C(O)C1	train
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Clc1cc(Cl)c(Cl)c(Cl)c1Cl	train
COc1ccc(CCNC(=O)C=O)cc1OC	CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1	train
CCCN1CCCCC1C(=O)Nc1c(C)ccc(O)c1C	CCCN1CCCCC1C(=O)Nc1c(C)cccc1C	train
CCCCCN(CCCO)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	train
C[N+]1([O-])CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	val
CCNCC(=O)Nc1c(C)ccc(O)c1C	CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C	train
CC=CCC(C)C(O)C1C(O)=NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(C)C(=O)N(C)C(CC(C)(C)O)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	CC=CCC(C)C(O)C1C(O)=NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	train
CC(C(=O)O)c1ccc2c(c1)CC(O)c1ccccc1S2	CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2	train
COc1cc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O	COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	train
NC(=O)N1c2ccccc2CC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc21	NC(=O)N1c2ccccc2CC(O)c2ccccc21	train
CNC(C)Cc1ccc(O)cc1	CNC(C)Cc1ccc(OC)cc1	train
CC(=O)ONc1ccc(-c2ccc(N)cc2)cc1	Nc1ccc(-c2ccc(NO)cc2)cc1	val
CC1CC(O)=NN=C1c1ccc2[nH]c(-c3ccc(O)cc3)nc2c1	COc1ccc(-c2nc3cc(C4=NN=C(O)CC4C)ccc3[nH]2)cc1	train
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	train
CCC1C(C)N(C)CC1(c1ccccc1)c1ccccc1	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	train
CN1C2CCC1CC(OC(=O)c1c[nH]c3ccc(O)cc13)C2	CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2	train
Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(O)c3c(cc2c1)CCC(O)C3	Cc1cc(O)c2c(O)c3c(cc2c1)CCC(O)C3	train
C1=CC2OC2c2cccnc21	c1ccc2ncccc2c1	train
COc1ccc2c(CN)cc(=O)oc2c1	CCCCNCc1cc(=O)oc2cc(OC)ccc12	train
CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1	CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1	train
O=C1CC(c2ccccc2)Oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21	O=C1CC(c2ccccc2)Oc2cc(O)ccc21	train
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2C2N=NN(C3OC(C(O)O)C(O)C(O)C3O)N2)cc1	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	train
CCC(=O)C1(c2cccc(OS(=O)(=O)O)c2)CCN(C)CC1	CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1	train
CCOc1ccc(O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1	CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1	train
Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl	Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1	train
CC(C)(C)c1cc2nnc(-c3ccccc3F)n2nc1OCc1nc[nH]n1	CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C	train
CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O	CN1C(=O)N=C(O)C(C)(C2=CCCCC2)C1=O	train
CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2	CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2	train
CCCCCC=CCC=CC(O)C=CCC=CCCCC(=O)O	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	train
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccc(O)cc2[nH]1	Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1	train
Nc1ccccc1	Oc1ccc2ccccc2c1N=Nc1ccccc1	train
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(C)=CC21	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21	val
CC(C)Nc1ccc(O)nc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	train
CNc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)c(C)c1	Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1	val
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	train
C#CC1(O)CCC2C3CCc4cc(O)c(O)cc4C3CCC21C	C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C	train
COc1ccc2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccccc3)oc2c1	COc1ccc2c(=O)c(O)c(-c3ccccc3)oc2c1	train
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)c5c4C3(CCN1)C2O5	COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1)C2O5	val
CC(=O)CC(c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O	CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O	train
N#CC1CO1	C=CC#N	train
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccc(O)cc1	CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1	train
Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc(C)c1N	Cc1cc(O)cc(C)c1N	train
Cc1c2ccc3ccccc3c2c(C)c2ccc(O)c(O)c12	Cc1c2ccccc2c(C)c2c1ccc1ccccc12	val
CC(NC(N)=O)c1cc2ccc(O)cc2s1	CC(NC(N)=O)c1cc2ccccc2s1	train
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(O)c(F)c2)CC1OC	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC	train
COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(O)CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CCC1O	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C	train
O=C(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1CCNCC1	CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	train
CC(O)C1(C)CC(O)=NC1=O	CCC1(C)CC(O)=NC1=O	train
CC(=O)N(OC1OC(C(=O)O)C(O)C(O)C1O)c1ncc(-c2ccccc2)cc1C	CC(=O)N(O)c1ncc(-c2ccccc2)cc1C	train
NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1	NCCc1ccc(O)c(O)c1	val
