products	reactants	set
CNCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	train
CNCC1CCCCC1(O)c1cccc(O)c1	CN(C)CC1CCCCC1(O)c1cccc(O)c1	train
O=C(O)c1c2ccccc2cc2ccccc12	O=Cc1c2ccccc2cc2ccccc12	train
O=c1ccc2nc3ccc(O)cc3oc-2c1	O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1	train
CCCCNc1ccc(C(=O)O)cc1	CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	train
CNCCOc1ccc(C(=C(c2ccccc2)C(C)O)c2ccccc2)cc1	CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1	train
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O	CCC=CCC=CCC=CCCCCCCCC(=O)O	train
COc1ccc(CC=O)cc1OC	COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	train
O=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1	Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1	train
O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1	CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ncccc1O	train
CCC(O)CCCOc1ccc2ccc(=O)oc2c1	CCCCCCOc1ccc2ccc(=O)oc2c1	train
C=C1CC(=CC)C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C1(O)CO)C23	C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23	train
NC(Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	train
Oc1ccc2c(c1)N=C(N1CCNCC1)c1cc(Cl)ccc1O2	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	train
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)c(O)c2)N1	O=C1NC(=O)C(C2=CC(O)C(O)C=C2)(c2ccccc2)N1	train
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O	CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)O	train
CNCCOc1c(C(C)C)ccc(C)c1OC1OC(O)C(O)C(O)C1O	CNCCOc1cc(C)c(O)cc1C(C)C	train
CN(C)c1ccc(C2CC3(C)C(CCC3(O)C#CCO)C3CCC4=CC(=O)CCC4=C23)cc1	CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C	train
